Date,1mo CPR,Gross Coupon,Annualized Net Loss Rate,Delinq 30+,Number of Assets,Life CDR,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol
2022-05-15 00:00:00,Deal AFRM21A,21.5237,0.0,2.59,1458668.0,4.09,23.65,25.52,22.200001,22.950001,22.950001,32557300,25.24,24.52,16.719999,30.92,0.0997820871554644,0.0684095395028523,-0.2714597703067638,0.347276629748295,0.0815844606255126,-0.0085536119040975,-0.093327848651645,-0.0700825179051825,0.0099564649171007,0.0046798650949923,0.0736904068950009,0.1206010575693343,0.0066560242155558,7.316427660591845e-05,0.0087100873339443,0.0049115593159302,0.0033004407015448,0.0046067008183863,0.0649803195610566,0.1156894982534041
2022-06-15 00:00:00,Deal AFRM21A,21.6265,4.0,2.8,1516429.0,4.31,17.709999,19.190001,17.440001,18.6,18.6,14292300,16.719999,21.66,26.030001,22.139999,-0.1010753225806451,0.1645161290322578,0.3994624193548386,0.1903225268817203,-0.093327848651645,0.0422030088082906,0.0780228836878418,-0.0381927790629786,0.0102162208347814,0.0270655567117585,0.1595702244768209,0.0362226642386431,0.0087100873339443,0.0017810939524726,0.0060875703789664,0.0014586883725534,0.0015061335008371,0.0252844627592858,0.1534826540978544,0.0347639758660896
2022-07-15 00:00:00,Deal AFRM21A,21.2631,7.04,3.02,1548652.0,4.5,22.49,23.08,21.15,23.059999,23.059999,14497300,23.84,26.77,39.91,19.530001,0.0338248496888486,0.160884699084332,0.7307025902299473,-0.153078844452682,0.0167239750781681,-0.0538564764875762,0.0217924169135491,0.0321219906831492,0.0011441204564732,0.025883886399456,0.5339262753687544,0.0234331326189684,0.0002796913424151,0.0029005200596568,0.0004749094349339,0.0010318222854483,0.000864429114058,0.0229833663397992,0.5334513659338205,0.0224013103335201
2022-08-15 00:00:00,Deal AFRM21A,20.9332,7.78,3.4,1639843.0,4.67,38.580002,40.77,38.389999,38.419998,38.419998,10247400,39.91,29.49,23.99,15.12,0.0387819385102516,-0.2324309855508061,-0.3755855999784279,-0.6064549508826107,0.0217924169135491,-0.049018377344608,0.0223988599834747,-0.0731322323001659,0.0015040387546129,0.054024163044119,0.1410645429111556,0.3677876074500297,0.0004749094349339,0.0024028013174983,0.0005017089285593,0.0053483234012054,0.001029129319679,0.0516213617266206,0.1405628339825963,0.3624392840488243
2022-09-15 00:00:00,Deal AFRM21A,21.3915,8.51,4.69,1407459.0,4.89,22.709999,25.120001,22.639999,23.99,23.99,17424500,22.299999,20.0,18.43,9.48,-0.0704460608586911,-0.1663192997082117,-0.2317632346811171,-0.6048353480616924,-0.0407615543536365,-0.0586474151347443,0.0475354780039422,-0.0451763626343758,0.0049626474905064,0.0276621094554299,0.0537141969498545,0.3658257982649086,0.0016615043133244,0.003439519301987,0.0022596216690632,0.0020409037408726,0.0033011431771819,0.0242225901534429,0.0514545752807913,0.3637848945240359
