Date,1mo CPR,Gross Coupon,Accum Net Loss%,Annualized Net Loss Rate,Delinq 30+,Number of Assets,Life CDR,Life CPR,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol
2021-01-15 00:00:00,Deal AFRM20Z1,0.0,0.06,0.41,0.12,70174.0,0.15,18.46,123.054001,127.239998,107.0,117.0,117.0,8310700.0,110.989998,112.699997,105.550003,68.620003,-0.0513675384615384,-0.0367521623931624,-0.0978632222222222,-0.4135042478632479,0.0416957426956095,-0.0280319592894755,-0.0279228613302472,0.0134288203476942,0.0026386240075976,0.0013507214405733,0.009577210263716,0.1709857630009503,0.0017385349589384,0.0007857907416068,0.0007796861848682,0.0001803332159306,0.0009000890486591,0.0005649306989665,0.0087975240788478,0.1708054297850197
2021-02-15 00:00:00,Deal AFRM20Z1,0.0,0.08,0.33,0.12,67786.0,0.18,18.16,129.300003,129.300003,115.0,119.150002,119.150002,5642300.0,112.529999,102.010002,74.389999,54.889999,-0.055560242458074,-0.1438522846185097,-0.3756609504714905,-0.5393202007667612,-0.0350989408651545,-0.0409022994795869,0.1417187868730935,0.0403882850361035,0.0030869405419999,0.0206934797899647,0.1411211497091436,0.2908662789550996,0.0012319356498556,0.0016729981027178,0.0200842145527813,0.0016312135681575,0.0018550048921443,0.0190204816872469,0.1210369351563623,0.2892350653869421
2021-03-15 00:00:00,Deal AFRM20Z1,0.0,0.09,0.27,0.11,65627.0,0.19,17.62,80.0,82.779999,79.0,81.349998,81.349998,1885200.0,80.800003,81.989998,68.669998,69.389999,-0.0067608483530632,0.0078672405130237,-0.1558697026642826,-0.1470190447945677,-0.012259323447109,0.0652138233949609,0.0073152279980622,0.0250398639958357,4.5709070453117806e-05,6.18934732897628e-05,0.0242953642086518,0.0216145995323071,0.0001502910113808,0.0042528427617891,5.351256066363311e-05,0.0006269947889299,-0.0001045819409277,-0.0041909492884993,0.0242418516479882,0.0209876047433771
2021-04-15 00:00:00,Deal AFRM20Z1,0.0,0.1,0.17,0.14,63238.0,0.19,17.78,70.349998,70.589996,67.480003,68.669998,68.669998,1222600.0,69.720001,68.620003,50.599998,57.41,0.0152905640102098,-0.00072804720338,-0.2631425735588343,-0.1639725983390885,-0.0128634809373763,0.0134288203476942,0.0151189411547505,0.0201935967210896,0.0002338013477503,5.300527303495039e-07,0.0692440140191665,0.026887013006072,0.0001654691418262,0.0001803332159306,0.0002285823816408,0.000407781348534,6.833220592408266e-05,-0.0001798031632002,0.0690154316375257,0.026479231657538
2021-05-15 00:00:00,Deal AFRM20Z1,0.0,0.12,0.35,0.13,60993.0,0.2,17.38,49.380001,54.610001,49.060001,54.0,54.0,3886600.0,50.599998,53.360001,67.410004,64.68,-0.0629629999999999,-0.0118518333333333,0.2483334074074075,0.1977777777777778,0.0151189411547505,0.045288810083554,0.0102675090260524,0.0230722173502661,0.0039643393689999,0.0001404659533611,0.0616694812345734,0.039116049382716,0.0002285823816408,0.0020510763187842,0.0001054217416,0.0005323272134579,0.0037357569873591,-0.0019106103654231,0.0615640594929733,0.0385837221692581
2021-06-15 00:00:00,Deal AFRM20Z1,0.0,0.12,0.09,0.16,58135.0,0.19,16.83,68.82,69.370003,66.279999,67.260002,67.260002,2718000.0,67.410004,63.450001,57.5,116.279999,0.0022301813193523,-0.0566458651012231,-0.1451085594674825,0.7288134930474728,0.0102675090260524,-0.0197749940914835,-0.0150224263805134,0.0063346370966797,4.973708717188303e-06,0.0032087540330659,0.0210564940307279,0.5311691076480587,0.0001054217416,0.0003910503913182,0.0002256732943579,4.012762714663061e-05,-0.0001004480328828,0.0028177036417477,0.0208308207363699,0.531128980020912
2021-07-15 00:00:00,Deal AFRM20Z1,0.0,0.14,0.47,0.16,56177.0,0.22,16.5,57.439999,58.73,55.580002,57.450001,57.450001,3483100.0,57.5,59.0,63.59,157.25,0.0008703045975577,0.0269799647174939,0.1068755246844992,1.737162702573321,-0.0150224263805134,-0.0225965825895633,-0.0284341763536402,0.0220985448766392,7.57430092530191e-07,0.0007279184961572,0.011422377776587,3.0177342552118445,0.0002256732943579,0.0005106055447269,0.0008085023849099,0.0004883456856648,-0.0002249158642654,0.0002173129514302,0.010613875391677,3.01724590952618
2021-08-15 00:00:00,Deal AFRM20Z1,0.0,0.15,0.42,0.19,54847.0,0.23,16.28,65.220001,65.230003,61.661999,63.59,63.59,1589100.0,63.5,67.709999,117.580002,151.720001,-0.0014153168737223,0.0647900456046546,0.8490328982544424,1.3859097499606854,-0.0219204305639473,0.0247113210671194,0.0203609429340418,-0.0089376019746545,2.003121853043112e-06,0.0041977500094532,0.7208568623183383,1.9207458350360893,0.0004805052761088,0.0006106493888822,0.0004145679971633,7.988072905734801e-05,-0.0004785021542557,0.0035871006205709,0.720442294321175,1.920665954307032
2021-09-15 00:00:00,Deal AFRM20Z1,0.0,0.17,0.4,0.22,53774.0,0.24,16.07,108.040001,112.760002,107.059998,109.75,109.75,14468700.0,117.580002,114.07,146.729996,98.769997,0.0713439817767653,0.0393621867881548,0.3369475717539862,-0.1000455854214122,0.0203609429340418,0.0440452642065309,0.0044322488739472,0.0105768648138562,0.0050899637357634,0.0015493817487455,0.1135336661109077,0.0100091191623131,0.0004145679971633,0.0019399852990231,1.964483008060622e-05,0.0001118700692905,0.0046753957386001,-0.0003906035502775,0.1135140212808271,0.0098972490930225
2021-10-15 00:00:00,Deal AFRM20Z1,0.0,0.18,0.38,0.23,52789.0,0.25,15.9,148.660004,153.199997,145.539993,146.729996,146.729996,16099500.0,157.25,155.210007,151.289993,62.799999,0.0716963421712353,0.0577933021956873,0.0310774696674838,-0.5720029938527362,0.0220985448766392,-0.0141939505231221,-0.0135469368954077,0.0107202811549507,0.0051403654807348,0.003340065778682,0.0009658091209333,0.3271874249764934,0.0004883456856648,0.0002014682314528,0.0001835194992481,0.0001149244280411,0.00465201979507,0.0031385975472292,0.0007822896216852,0.3270725005484522
