Date,Sum SZE(M),BNCH-A,C/E-A,CCY-A,CPN-A,DR-A,FI-A,GDNC-A,KR-A,LTV-A,MO-A,PRICE-A,SP-A,SPRD-A,SZE(M)-A,TYPE-A,WAL-A,YLD-A,BNCH-B,C/E-B,CCY-B,CPN-B,DR-B,FI-B,GDNC-B,KR-B,LTV-B,MO-B,PRICE-B,SP-B,SPRD-B,SZE(M)-B,TYPE-B,WAL-B,YLD-B,BNCH-C,C/E-C,CCY-C,CPN-C,DR-C,FI-C,GDNC-C,KR-C,LTV-C,MO-C,PRICE-C,SP-C,SPRD-C,SZE(M)-C,TYPE-C,WAL-C,YLD-C,BNCH-D,C/E-D,CCY-D,CPN-D,DR-D,FI-D,GDNC-D,KR-D,LTV-D,MO-D,PRICE-D,SP-D,SPRD-D,SZE(M)-D,TYPE-D,WAL-D,YLD-D,Open,High,Low,Close,Adj Close,Volume
2020-11-02,187.994,EDSF,22.94%,USD,2.20%,-,-,-,A-,-,-,99.99463,-,200,158.404,Fixed,0.61,2.22%,EDSF,10.94%,USD,3.45%,-,-,-,BBB-,-,-,99.9919,-,325,24.59,Fixed,1.64,3.48%,EDSF,8.50%,USD,5.66%,-,-,-,BB,-,-,99.98689,-,550,5.0,Fixed,1.77,5.74%,,,,,,,,,,,,,,,,,,13.29,13.89,13.15,13.38,13.38,62400
2021-03-02,375.0,Swaps,31.24%,USD,1.21%,AA (L),-,110-120,A,-,-,99.98439,-,100,264.705,Fixed,2.0,1.22%,Swaps,19.49%,USD,1.76%,A (L),-,170-185,BBB,-,-,99.99116,-,155,45.077,Fixed,2.0,1.77%,Swaps,8.74%,USD,3.44%,BBB (L),-,350-375,NR,-,-,99.98811,-,325,41.241,Fixed,2.0,3.47%,Swaps,2.49%,USD,5.40%,BB (H),-,550-575,NR,-,-,99.98172,-,525,23.977,Fixed,2.0,5.47%,17.24,18.200001,17.02,17.92,17.92,119900
2021-04-28,500.0,Swaps,-,USD,1.47%,AA (L),-,-,A,-,-,99.98985,-,100,340.153,Fixed,2.99,1.48%,Swaps,-,USD,1.96%,A (L),-,-,BBB,-,-,99.97125,-,150,71.611,Fixed,2.99,1.98%,Swaps,-,USD,3.65%,BBB (L),-,-,NR,-,-,99.99966,-,320,52.43,Fixed,2.99,3.68%,Swaps,-,USD,5.41%,BB (H),-,-,NR,-,-,99.98211,-,500,35.806,Fixed,2.99,5.48%,21.030001,21.030001,20.52,21.02,21.02,62700
2021-10-25,500.0,Swaps,-,USD,2.18%,AA (L),-,130a,A,-,-,99.98842,-,130,377.033,Fixed,2.94,2.19%,Swaps,-,USD,2.67%,A (L),-,180a,BBB,-,-,99.97443,-,180,59.233,Fixed,2.94,2.69%,Swaps,-,USD,3.61%,BBB (L),-,275-285,NR,-,-,99.98128,-,275,48.734,Fixed,2.94,3.64%,Swaps,-,USD,5.57%,BB (H),-,475-485,NR,-,-,99.97579,-,475,15.0,Fixed,2.94,5.64%,24.5,24.620001,24.200001,24.41,24.41,97700
2022-03-24,400.0,EDSF,-,USD,3.25%,AA (L),-,190,A,-,-,99.7234,-,190,348.633,Fixed,0.82,3.62%,Swaps,-,USD,4.75%,A (L),-,255,BBB,-,-,99.62627,-,255,30.316,Fixed,2.22,4.98%,Swaps,-,USD,6.00%,BBB (L),-,355-365,NR,-,-,99.66743,-,380,21.051,Fixed,2.29,6.24%,,,,,,,,,,,,,,,,,,13.62,13.78,13.3,13.48,13.48,52700
2022-05-19,400.0,I-Curve,-,USD,5.05%,AA (L),-,-,-,-,-,99.94708,-,250,289.514,Fixed,2.04,5.13%,I-Curve,-,USD,5.25%,A (L),-,-,-,-,-,97.44614,-,405,53.197,Fixed,2.04,6.68%,I-Curve,-,USD,7.40%,BBB (L),-,-,-,-,-,99.2401,-,530,46.035,Fixed,2.04,7.93%,-,-,USD,-,BB (H),-,-,-,-,-,Retained,-,-,11.254,-,2.04,-,10.87,11.348,10.8,10.89,10.89,208300
2022-07-12,370.131,I-Curve,-,USD,5.94%,AA (L),-,-,-,-,-,99.99593,-,320,295.041,Fixed,0.65,6.02%,I-Curve,-,USD,7.40%,A (L),-,-,-,-,-,99.98774,-,450,36.624,Fixed,1.69,7.52%,I-Curve,-,USD,9.36%,BBB (L),-,-,-,-,-,99.98738,-,650,38.466,Fixed,2.1,9.55%,,,,,,,,,,,,,,,,,,8.26,8.91,8.16,8.89,8.89,246400
2022-10-31,269.13100000000003,I-Curve,37.49%,USD,7.45%,AA (L),-,-,-,-,-,99.99941,-,300,194.674,Fixed,0.61,7.57%,I-Curve,23.24%,USD,8.53%,A (L),-,-,-,-,-,99.3386,-,460,44.209,Fixed,1.68,9.13%,I-Curve,13.49%,USD,10.15%,BBB (L),-,-,-,-,-,96.96548,-,750,30.248,Fixed,2.26,11.97%,,,,,,,,,,,,,,,,,,5.17,5.53,5.123,5.5,5.5,170300
