Date,1mo CPR,Gross Coupon,Accum Net Loss%,Annualized Net Loss Rate,Delinq 30+,Number of Assets,Life CDR,Life CPR,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol
2021-01-25 00:00:00,SFLP1904,11.717,2.46,4.47,1.67,11060.0,2.82,22.84,22.16,22.85,20.0,20.48,20.48,9701800.0,19.57,25.780001,18.719999,17.43,-0.04443359375,0.2587891113281249,-0.0859375488281249,-0.14892578125,-0.0226620957648607,0.0569304068528531,-0.0620518610949933,-0.0199048553646603,0.00197434425354,0.0669718041420006,0.0073852622985863,0.0221788883209228,0.0005135705844557,0.0032410712244313,0.0038504334653523,0.000396203267088,0.0014607736690843,0.0637307329175692,0.003534828833234,0.0217826850538348
2021-02-25 00:00:00,SFLP1904,11.738,2.62,3.75,1.6,10682.0,2.9,23.12,20.43,21.0,18.525,18.719999,18.719999,7962300.0,18.43,16.059999,16.440001,22.65,-0.0154914004001817,-0.1420940246845098,-0.121794771463396,0.2099359620692285,-0.0165475462731323,-0.0386727301434788,-0.0469836633400361,0.0406191674228013,0.0002399834863587,0.020190711851042,0.0148339663558208,0.0440731081699325,0.0002738212876614,0.0014955800567503,0.0022074646208498,0.0016499167621215,-3.3837801302704685e-05,0.0186951317942917,0.012626501734971,0.0424231914078109
2021-03-25 00:00:00,SFLP1904,11.767,2.78,3.93,1.63,10292.0,3.0,23.75,15.7,16.790001,15.11,16.629999,16.629999,5364400.0,17.1,17.27,17.4,18.870001,0.0282622386206998,0.0384847287122505,0.0463019270175539,0.1346964602944351,0.0128040437016972,0.0284549123396135,0.0161844220040422,-0.0076144039874213,0.0007987541318533,0.0014810743440555,0.0021438684455388,0.0181431364158503,0.0001639435351149,0.000809682036255,0.0002619355156049,5.797914808365739e-05,0.0006348105967384,0.0006713923078004,0.0018819329299339,0.0180851572677666
2021-04-25 00:00:00,SFLP1904,11.779,2.97,5.0,1.49,9843.0,3.14,24.41,16.48,16.870001,16.02,16.68,16.68,1964800.0,17.4,16.370001,19.9,15.6,0.0431654676258992,-0.018585071942446,0.1930455635491605,-0.0647482014388489,0.0161844220040422,-0.0200448163566086,0.0338860373831509,0.1027993150971803,0.0018632575953625,0.0003454048991058,0.037266589606013,0.0041923295895657,0.0002619355156049,0.0004017946627701,0.0011482635295323,0.0105676991844493,0.0016013220797576,-5.638976366426741e-05,0.0361183260764806,-0.0063753695948835
2021-05-25 00:00:00,SFLP1904,11.802,3.08,3.2,1.65,9428.0,3.17,24.96,20.5,21.799999,19.84,20.18,20.18,9338500.0,19.9,23.209999,18.5,14.04,-0.0138751238850347,0.1501486124876114,-0.0832507433102081,-0.3042616451932607,0.0338860373831509,0.0397306353876352,-0.0422458664439775,0.0109980705993029,0.000192519062825,0.0225446058319549,0.0069306862617021,0.0925751487357096,0.0011482635295323,0.0015785233883052,0.0017847132316023,0.0001209575569072,-0.0009557444667072,0.0209660824436497,0.0051459730300997,0.0924541911788024
2021-06-25 00:00:00,SFLP1904,11.813,3.21,3.8,1.46,8983.0,3.23,25.36,19.77,19.9,18.5,18.5,18.5,36679200.0,19.26,18.08,15.37,16.01,0.0410810810810811,-0.0227027027027028,-0.1691891891891892,-0.1345945945945945,0.0050716071704099,-0.0111673539487122,0.0293883799595171,-0.0111168689583302,0.0016876552227903,0.0005154127100073,0.0286249817384952,0.0181157048940832,2.5721199290953115e-05,0.0001247097942158,0.0008636768766449,0.0001235847754366,0.0016619340234994,0.0003907029157914,0.0277613048618503,0.0179921201186465
2021-07-25 00:00:00,SFLP1904,11.825,3.39,5.82,1.27,8518.0,3.38,25.92,15.76,16.09,15.48,15.51,15.51,8994900.0,14.92,15.73,14.85,19.25,-0.038039974210187,0.0141843971631205,-0.0425531914893617,0.2411347517730497,-0.024162787120605,0.0661534016111277,0.0121714758081729,-0.0429353684248679,0.0014470396379116,0.0002011971228811,0.0018107741059302,0.0581459685126503,0.0005838402814356,0.0043762725447231,0.0001481448233489,0.0018434458617791,0.000863199356476,-0.004175075421842,0.0016626292825813,0.0563025226508711
2021-08-25 00:00:00,SFLP1904,11.834,3.44,1.46,1.41,8109.0,3.33,26.65,14.8,15.08,14.51,14.85,14.85,13785300.0,14.36,14.57,17.700001,18.43,-0.032996632996633,-0.0188552188552187,0.1919192592592593,0.241077441077441,-0.0223367477609687,0.0060623010405559,0.0255136183490221,-0.0097280036553907,0.0010887777891144,0.0003555192780781,0.0368330020746228,0.058118332596447,0.0004989303005371,3.675149390632515e-05,0.0006509447212595,9.463405511929485e-05,0.0005898474885773,0.0003187677841718,0.0361820573533632,0.0580236985413277
2021-09-25 00:00:00,SFLP1904,11.843,3.56,4.36,1.41,7750.0,3.4,27.13,16.860001,17.790001,16.620001,17.639999,17.639999,22923000.0,17.700001,16.450001,19.959999,14.47,0.0034014741157297,-0.0674602079059074,0.1315192818321588,-0.1797051689175265,0.0255136183490221,-0.0057602693068246,-0.0443519932086308,-0.0209793233280924,1.1570026159979652e-05,0.0045508796507082,0.0172973214936468,0.0322939477356767,0.0006509447212595,3.318070248714555e-05,0.0019670993015784,0.0004401320073046,-0.0006393746950995,0.0045176989482211,0.0153302221920684,0.0318538157283721
2021-10-25 00:00:00,SFLP1904,11.831,3.64,3.24,1.5,7391.0,3.42,27.76,20.620001,21.08,20.1,20.690001,20.690001,15053100.0,19.959999,22.620001,18.33,11.1,-0.0352828402473252,0.0932817741284788,-0.1140648084067275,-0.463508967447609,-0.0443519932086308,0.0364998784102674,0.0281809106895015,0.0514059325989927,0.0012448788159182,0.0087014893845565,0.0130107805168634,0.2148405629043487,0.0019670993015784,0.0013322411239643,0.0007941637272896,0.0026425699063721,-0.0007222204856601,0.0073692482605922,0.0122166167895737,0.2121979929979765
