,Unnamed: 0_x,Date,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,Unnamed: 0_y,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change
91,91,2022-04-08,8.07,8.1,7.78,7.87,7.87,39037800,7.72,7.13,5.49,6.29,-0.0190597204574333,-0.0179063360881542,0.0457142857142858,0.0642978003384093,2685.0,-0.0180773561527511,-0.0048800265337336,-0.0666957947872516,0.060573452219186
92,92,2022-04-11,7.7,7.93,7.56,7.72,7.72,37461600,7.48,7.41,5.66,6.35,-0.0310880829015542,0.0392706872370267,0.0309653916211292,0.0095389507154213,2688.0,-0.0217462082460023,0.04113162148689,0.0848260863806308,0.0167239750781681
93,93,2022-04-12,7.81,8.09,7.37,7.48,7.48,58650300,7.61,6.95,6.75,6.62,0.0173796791443849,-0.0620782726045884,0.1925795053003534,0.04251968503937,2689.0,0.0253557922626586,-0.0490778255543188,0.1484760953077367,0.0780228836878418
94,94,2022-04-13,7.45,7.68,7.24,7.61,7.61,39309500,7.26,6.6,6.91,6.97,-0.0459921156373194,-0.0503597122302158,0.0237037037037037,0.052870090634441,2690.0,-0.0506777635365207,-0.0469445997226808,-0.0169918838184598,0.0508399916041093
95,95,2022-04-14,7.66,7.66,7.22,7.26,7.26,42198000,7.13,6.39,7.05,7.04,-0.0179063360881542,-0.0318181818181818,0.0202604920405209,0.0100430416068866,2691.0,-0.0048800265337336,-0.0291622458205541,0.0815844606255126,0.0010026542482484
96,96,2022-04-18,7.26,7.315,6.97,7.13,7.13,50207800,7.41,6.55,7.23,6.62,0.0392706872370267,0.0250391236306728,0.025531914893617,-0.0596590909090909,2695.0,0.04113162148689,0.0491707128421928,-0.0131258634912651,-0.0538564764875762
97,97,2022-04-19,7.11,7.58,7.05,7.41,7.41,39488900,6.95,6.29,7.75,6.46,-0.0620782726045884,-0.0396946564885496,0.0719225449515905,-0.0241691842900302,2696.0,-0.0490778255543188,-0.0497938356093809,0.039699894698851,-0.0174285517945055
98,98,2022-04-20,7.36,7.36,6.93,6.95,6.95,56574300,6.6,6.15,7.49,6.14,-0.0503597122302158,-0.0222575516693163,-0.0335483870967742,-0.0495356037151702,2697.0,-0.0469445997226808,-0.0280469400283821,-0.0495693833521666,-0.0636143047177307
99,99,2022-04-21,7.03,7.11,6.48,6.6,6.6,66530900,6.39,6.45,7.27,6.44,-0.0318181818181818,0.048780487804878,-0.0293724966622164,0.0488599348534202,2698.0,-0.0291622458205541,0.0887895610186422,-0.0085536119040975,0.0788318356474682
100,100,2022-04-22,6.6,6.68,6.32,6.39,6.39,45591900,6.55,6.12,6.72,6.3,0.0250391236306728,-0.0511627906976743,-0.0756533700137551,-0.0217391304347827,2699.0,0.0491707128421928,-0.0573172059159862,-0.0840686892834622,-0.0394553184279447
101,101,2022-04-25,6.27,6.61,6.23,6.55,6.55,37571500,6.29,6.33,7.01,6.31,-0.0396946564885496,0.0343137254901961,0.0431547619047618,0.0015873015873015,2702.0,-0.0497938356093809,0.0537636092132117,0.0630732671773914,0.0140453358394274
102,102,2022-04-26,6.5,6.5,6.14,6.29,6.29,49526100,6.15,6.4,7.14,6.36,-0.0222575516693163,0.0110584518167458,0.0185449358059914,0.0079239302694138,2703.0,-0.0280469400283821,0.0059428723812175,0.0737829552494445,0.0020665872972977
103,103,2022-04-27,6.25,6.46,6.09,6.15,6.15,42697500,6.45,7.14,7.55,6.41,0.048780487804878,0.1156249999999998,0.057422969187675,0.0078616352201257,2704.0,0.0887895610186422,0.0734791922318692,0.0830384411415371,0.0257735490667325
104,104,2022-04-28,6.3,6.54,6.02,6.45,6.45,46069000,6.12,6.83,7.48,8.23,-0.0511627906976743,-0.0434173669467786,-0.0092715231788078,0.2839313572542903,2705.0,-0.0573172059159862,-0.0723804069690728,-0.0096784013486713,0.1328994925327831
105,105,2022-04-29,6.37,6.75,6.1,6.12,6.12,33526800,6.33,6.44,7.05,8.23,0.0343137254901961,-0.0571010248901903,-0.0574866310160429,0.0,2706.0,0.0537636092132117,-0.0495986293988431,-0.0619377120699128,0.0081663572638218
106,106,2022-05-02,6.105,6.34,6.01,6.33,6.33,43738400,6.4,5.97,7.42,7.96,0.0110584518167458,-0.0729813664596273,0.052482269503546,-0.0328068043742406,2709.0,0.0059428723812175,-0.0941547500674227,0.0636076403219795,0.0072715602001104
107,107,2022-05-03,6.28,6.42,6.18,6.4,6.4,27381700,7.14,5.25,6.98,7.98,0.1156249999999998,-0.1206030150753768,-0.0592991913746629,0.0025125628140703,2710.0,0.0734791922318692,-0.151754099092561,-0.0380498192469542,0.0415629440100422
