,Unnamed: 0_x,Date,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,Unnamed: 0_y,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change
0,0,2020-12-16,26.0,30.01,22.610001,29.469999,29.469999,13459800,35.77,46.32,55.220001,112.279999,,,,,2207.0,-0.0082067415730337,0.0463047541247384,0.0067328558578216,-0.0225010711901457
1,1,2020-12-17,28.643,39.849998,28.25,35.77,35.77,7042200,44.09,43.959999,63.77,123.730003,0.2325971484484204,-0.0509499352331606,0.1548351837226516,0.1019772363909621,2208.0,0.0719208767603212,-0.0313101692249677,0.0096640658222388,0.0585218248034395
2,2,2020-12-18,38.02,48.66,37.060001,44.09,44.09,7266500,41.099998,42.630001,64.470001,142.949997,-0.0678158766160127,-0.0302547322623916,0.0109769640896972,0.1553381842235952,2209.0,-0.0104921942159589,-0.0192473431354805,0.0156732732527753,0.011152588060159
3,3,2020-12-21,44.0,47.990002,40.0,41.099998,41.099998,2833800,47.84,40.75,67.360001,134.490005,0.1639903242817677,-0.0441004212033679,0.0448270506463928,-0.0591814772825773,2212.0,0.0433401643612048,-0.0325008554545922,-0.0085587912419159,-0.0667314914191812
4,4,2020-12-22,43.099998,48.080002,40.650002,47.84,47.84,3727400,46.32,38.869999,64.449997,129.279999,-0.0317725752508362,-0.0461349938650307,-0.0432007713301548,-0.0387389828708831,2213.0,0.0202789776662135,-0.0071487748321276,-0.0152097896425065,0.020188970725558
5,5,2020-12-23,47.5,51.397999,43.02,46.32,46.32,3142400,43.959999,40.75,64.699997,128.860001,-0.0509499352331606,0.0483663763407866,0.0038789761309065,-0.00324874693107,2214.0,-0.0313101692249677,0.1082275131188571,-0.0263440158019898,0.0111565140761334
6,6,2020-12-24,46.59,47.470001,42.505001,43.959999,43.959999,873100,42.630001,43.990002,65.150002,144.279999,-0.0302547322623916,0.0795092515337423,0.0069552553456841,0.1196647359951517,2215.0,-0.0192473431354805,-0.0205514348342585,0.0341021708155862,0.041651711888988
7,7,2020-12-28,44.310001,45.0,38.049999,42.630001,42.630001,1882200,40.75,48.369999,62.189999,140.520004,-0.0441004212033679,0.0995680109312111,-0.0454336593880687,-0.026060403562936,2219.0,-0.0325008554545922,0.0304268872575077,-0.0397474226484572,-0.0173716656545912
8,8,2020-12-29,42.040001,42.490002,39.509998,40.75,40.75,646400,38.869999,52.139999,70.25,144.300003,-0.0461349938650307,0.0779408740529434,0.1296028482007212,0.0269000775149423,2220.0,-0.0071487748321276,0.0517613140296656,0.0595547627331132,0.0167186304894769
9,9,2020-12-30,41.200001,41.5,38.110001,38.869999,38.869999,1049500,40.75,55.389999,75.470001,126.07,0.0483663763407866,0.0623321837808243,0.0743060640569395,-0.1263340444975598,2221.0,0.1082275131188571,0.0614270649141271,0.0465448157589428,-0.0540080933959318
