,Date,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,AFRM_adj_1_change,AFRM_adj_7_change,AFRM_adj_30_change,AFRM_adj_90_change
18,2021-02-09,121.489998,144.899994,117.040001,131.0,131.0,4056800,136.229996,112.529999,79.57,54.0,0.0399236335877861,-0.055560242458074,-0.0206769230769231,0.1163944824559537,0.0399236335877861,-0.055560242458074,-0.0206769230769231,0.1163944824559537
19,2021-02-10,141.949997,146.899994,129.0,136.229996,136.229996,2353000,139.990005,105.550003,81.349998,50.599998,0.0276004485825573,-0.0620278686752676,0.022370214905115,-0.0629629999999999,0.0276004485825573,-0.0620278686752676,0.022370214905115,-0.0629629999999999
20,2021-02-11,140.0,140.5,131.160004,139.990005,139.990005,2285600,125.889999,105.989998,80.800003,51.639999,-0.1007215193684719,0.0041685929653645,-0.0067608483530632,0.0205533802590269,-0.1007215193684719,0.0041685929653645,-0.0067608483530632,0.0205533802590269
21,2021-02-12,129.639999,131.669998,123.010002,125.889999,125.889999,4903500,119.150002,104.830002,81.089996,50.450001,-0.0535387803124853,-0.0109443911867986,0.0035890221439718,-0.0230441135368728,-0.0535387803124853,-0.0109443911867986,0.0035890221439718,-0.0230441135368728
22,2021-02-16,129.300003,129.300003,115.0,119.150002,119.150002,5642300,112.529999,102.010002,74.389999,54.889999,-0.055560242458074,-0.026900695852319,-0.0826242117461689,0.0880078872545513,-0.055560242458074,-0.026900695852319,-0.0826242117461689,0.0880078872545513
23,2021-02-17,116.629997,117.5,110.800003,112.529999,112.529999,2786700,105.550003,102.489998,77.370003,53.360001,-0.0620278686752676,0.0047053817330577,0.040059202044081,-0.0278738937488413,-0.0620278686752676,0.0047053817330577,0.040059202044081,-0.0278738937488413
24,2021-02-18,109.639999,109.949997,104.610001,105.550003,105.550003,3589200,105.989998,94.195,81.989998,53.150002,0.0041685929653645,-0.0809347074043265,0.0597130001403773,-0.0039355134194992,0.0041685929653645,-0.0809347074043265,0.0597130001403773,-0.0039355134194992
25,2021-02-19,110.290001,110.75,105.0,105.989998,105.989998,2973900,104.830002,93.059998,78.870003,54.040001,-0.0109443911867986,-0.0120494930728807,-0.0380533610941178,0.0167450417029146,-0.0109443911867986,-0.0120494930728807,-0.0380533610941178,0.0167450417029146
26,2021-02-22,105.010002,105.720001,102.0,104.830002,104.830002,2955600,102.010002,91.440002,72.629997,57.0,-0.026900695852319,-0.0174080811822066,-0.0791176082496154,0.0547742217843409,-0.026900695852319,-0.0174080811822066,-0.0791176082496154,0.0547742217843409
27,2021-02-23,99.260002,102.349998,91.099998,102.010002,102.010002,4105200,102.489998,91.800003,69.559998,57.290001,0.0047053817330577,0.003937018724037,-0.0422690228116078,0.0050877368421051,0.0047053817330577,0.003937018724037,-0.0422690228116078,0.0050877368421051
28,2021-02-24,99.279999,103.75,98.705002,102.489998,102.489998,1894100,94.195,86.309998,69.720001,60.810001,-0.0809347074043265,-0.0598039740804802,0.0023002157073093,0.0614417863249818,-0.0809347074043265,-0.0598039740804802,0.0023002157073093,0.0614417863249818
29,2021-02-25,99.93,101.0,90.0,94.195,94.195,5472000,93.059998,84.459999,69.989998,62.52,-0.0120494930728807,-0.0214343534105978,0.0038725903059009,0.028120358031239,-0.0120494930728807,-0.0214343534105978,0.0038725903059009,0.028120358031239
30,2021-02-26,92.18,97.82,91.029999,93.059998,93.059998,2596700,91.440002,81.139999,66.389999,65.239998,-0.0174080811822066,-0.0393085488907002,-0.0514359065991114,0.0435060460652589,-0.0174080811822066,-0.0393085488907002,-0.0514359065991114,0.0435060460652589
31,2021-03-01,95.5,96.349998,90.809998,91.440002,91.440002,2913300,91.800003,74.309998,70.720001,63.240002,0.003937018724037,-0.084175512499082,0.0652206968703221,-0.0306559788674426,0.003937018724037,-0.084175512499082,0.0652206968703221,-0.0306559788674426
32,2021-03-02,92.699997,98.190002,91.0,91.800003,91.800003,3733500,86.309998,79.660004,71.449997,59.650002,-0.0598039740804802,0.0719957763960645,0.0103223414829984,-0.0567678666423824,-0.0598039740804802,0.0719957763960645,0.0103223414829984,-0.0567678666423824
33,2021-03-03,91.650002,92.379997,83.93,86.309998,86.309998,6083900,84.459999,80.760002,69.389999,59.459999,-0.0214343534105978,0.0138086611193239,-0.0288313238137714,-0.0031852974623537,-0.0214343534105978,0.0138086611193239,-0.0288313238137714,-0.0031852974623537
34,2021-03-04,85.0,85.449997,77.099998,84.459999,84.459999,5611100,81.139999,81.25,73.0,62.490002,-0.0393085488907002,0.0060673351642561,0.052024802594391,0.0509586789599507,-0.0393085488907002,0.0060673351642561,0.052024802594391,0.0509586789599507
35,2021-03-05,82.824997,83.040001,70.050003,81.139999,81.139999,5385300,74.309998,79.57,71.5,60.259998,-0.084175512499082,-0.0206769230769231,-0.0205479452054794,-0.0356857725816682,-0.084175512499082,-0.0206769230769231,-0.0205479452054794,-0.0356857725816682
36,2021-03-08,80.084,80.25,72.949997,74.309998,74.309998,3771900,79.660004,81.349998,69.809998,63.68,0.0719957763960645,0.022370214905115,-0.0236363916083917,0.0567541007883869,0.0719957763960645,0.022370214905115,-0.0236363916083917,0.0567541007883869
37,2021-03-09,77.25,81.18,75.779999,79.660004,79.660004,3712800,80.760002,80.800003,70.709999,67.980003,0.0138086611193239,-0.0067608483530632,0.0128921504911088,0.0675251727386934,0.0138086611193239,-0.0067608483530632,0.0128921504911088,0.0675251727386934
38,2021-03-10,82.705002,85.190002,78.300003,80.760002,80.760002,2130900,81.25,81.089996,67.93,68.940002,0.0060673351642561,0.0035890221439718,-0.0393155004852989,0.0141217851961554,0.0060673351642561,0.0035890221439718,-0.0393155004852989,0.0141217851961554
39,2021-03-11,82.360001,83.5,80.25,81.25,81.25,2228900,79.57,74.389999,70.110001,67.260002,-0.0206769230769231,-0.0826242117461689,0.0320918739879285,-0.0243690158291554,-0.0206769230769231,-0.0826242117461689,0.0320918739879285,-0.0243690158291554
40,2021-03-12,78.0,80.074997,76.010002,79.57,79.57,2276800,81.349998,77.370003,68.730003,67.410004,0.022370214905115,0.040059202044081,-0.0196833259209339,0.0022301813193523,0.022370214905115,0.040059202044081,-0.0196833259209339,0.0022301813193523
41,2021-03-15,80.0,82.779999,79.0,81.349998,81.349998,1885200,80.800003,81.989998,68.669998,69.389999,-0.0067608483530632,0.0597130001403773,-0.0008730539412312,0.0293724207463332,-0.0067608483530632,0.0597130001403773,-0.0008730539412312,0.0293724207463332
42,2021-03-16,82.220001,84.199997,79.5,80.800003,80.800003,1609300,81.089996,78.870003,69.720001,68.18,0.0035890221439718,-0.0380533610941178,0.0152905640102098,-0.0174376569741699,0.0035890221439718,-0.0380533610941178,0.0152905640102098,-0.0174376569741699
43,2021-03-17,78.989998,81.339996,76.769997,81.089996,81.089996,1424700,74.389999,72.629997,66.019997,63.799999,-0.0826242117461689,-0.0791176082496154,-0.0530694771504663,-0.0642417277794075,-0.0826242117461689,-0.0791176082496154,-0.0530694771504663,-0.0642417277794075
44,2021-03-18,79.870003,80.470001,73.099998,74.389999,74.389999,4230700,77.370003,69.559998,65.0,63.450001,0.040059202044081,-0.0422690228116078,-0.0154498189389497,-0.0054858621549508,0.040059202044081,-0.0422690228116078,-0.0154498189389497,-0.0054858621549508
45,2021-03-19,74.158997,78.510002,71.510002,77.370003,77.370003,3185200,81.989998,69.720001,67.550003,65.160004,0.0597130001403773,0.0023002157073093,0.0392308153846154,0.0269504014665027,0.0597130001403773,0.0023002157073093,0.0392308153846154,0.0269504014665027
46,2021-03-22,77.809998,83.459999,77.809998,81.989998,81.989998,2158000,78.870003,69.989998,68.620003,66.330002,-0.0380533610941178,0.0038725903059009,0.0158401177273077,0.0179557693090379,-0.0380533610941178,0.0038725903059009,0.0158401177273077,0.0179557693090379
47,2021-03-23,81.220001,81.75,78.199997,78.870003,78.870003,963800,72.629997,66.389999,74.120003,64.400002,-0.0791176082496154,-0.0514359065991114,0.0801515558080054,-0.0290969386673619,-0.0791176082496154,-0.0514359065991114,0.0801515558080054,-0.0290969386673619
48,2021-03-24,79.480003,79.800003,72.519997,72.629997,72.629997,1555000,69.559998,70.720001,77.970001,64.43,-0.0422690228116078,0.0652206968703221,0.0519427663811615,0.00046580743895,-0.0422690228116078,0.0652206968703221,0.0519427663811615,0.00046580743895
49,2021-03-25,70.620003,71.300003,67.720001,69.559998,69.559998,2244400,69.720001,71.449997,76.370003,66.459999,0.0023002157073093,0.0103223414829984,-0.0205206871807016,0.0315070464069531,0.0023002157073093,0.0103223414829984,-0.0205206871807016,0.0315070464069531
50,2021-03-26,70.0,72.370003,67.019997,69.720001,69.720001,1474100,69.989998,69.389999,77.209999,67.349998,0.0038725903059009,-0.0288313238137714,0.0109990306010594,0.0133914988472991,0.0038725903059009,-0.0288313238137714,0.0109990306010594,0.0133914988472991
51,2021-03-29,69.720001,73.919998,68.669998,69.989998,69.989998,1984400,66.389999,73.0,74.019997,68.370003,-0.0514359065991114,0.052024802594391,-0.0413159181623612,0.0151448408357783,-0.0514359065991114,0.052024802594391,-0.0413159181623612,0.0151448408357783
52,2021-03-30,69.686996,69.740997,65.769997,66.389999,66.389999,2254700,70.720001,71.5,70.5,68.870003,0.0652206968703221,-0.0205479452054794,-0.0475546763396924,0.0073131487210846,0.0652206968703221,-0.0205479452054794,-0.0475546763396924,0.0073131487210846
53,2021-03-31,67.713997,71.199997,65.650002,70.720001,70.720001,2296000,71.449997,69.809998,66.779999,67.989998,0.0103223414829984,-0.0236363916083917,-0.0527659716312056,-0.0127777691544459,0.0103223414829984,-0.0236363916083917,-0.0527659716312056,-0.0127777691544459
54,2021-04-01,73.0,74.970001,70.370003,71.449997,71.449997,1661000,69.389999,70.709999,62.169998,64.290001,-0.0288313238137714,0.0128921504911088,-0.0690326605126184,-0.0544197250895638,-0.0288313238137714,0.0128921504911088,-0.0690326605126184,-0.0544197250895638
55,2021-04-05,71.739998,72.407997,68.400002,69.389999,69.389999,1154800,73.0,67.93,57.599998,63.990002,0.052024802594391,-0.0393155004852989,-0.073508125253599,-0.0046663399491937,0.052024802594391,-0.0393155004852989,-0.073508125253599,-0.0046663399491937
56,2021-04-06,70.370003,73.5,69.699997,73.0,73.0,1909100,71.5,70.110001,54.439999,67.25,-0.0205479452054794,0.0320918739879285,-0.0548610956548991,0.0509454273809837,-0.0205479452054794,0.0320918739879285,-0.0548610956548991,0.0509454273809837
57,2021-04-07,72.731003,72.731003,69.75,71.5,71.5,1264500,69.809998,68.730003,54.0,65.0,-0.0236363916083917,-0.0196833259209339,-0.0080822742116508,-0.0334572490706319,-0.0236363916083917,-0.0196833259209339,-0.0080822742116508,-0.0334572490706319
58,2021-04-08,72.769997,72.900002,68.970001,69.809998,69.809998,1091200,70.709999,68.669998,57.0,58.209999,0.0128921504911088,-0.0008730539412312,0.0555555555555555,-0.1044615538461537,0.0128921504911088,-0.0008730539412312,0.0555555555555555,-0.1044615538461537
59,2021-04-09,69.43,71.199997,68.379997,70.709999,70.709999,1070800,67.93,69.720001,55.450001,56.759998,-0.0393155004852989,0.0152905640102098,-0.0271929649122807,-0.0249098269182241,-0.0393155004852989,0.0152905640102098,-0.0271929649122807,-0.0249098269182241
60,2021-04-12,71.43,71.470001,66.730003,67.93,67.93,1890900,70.110001,66.019997,49.82,57.450001,0.0320918739879285,-0.0530694771504663,-0.1015329287370075,0.0121565014854299,0.0320918739879285,-0.0530694771504663,-0.1015329287370075,0.0121565014854299
61,2021-04-13,67.989998,70.18,65.309998,70.110001,70.110001,2493400,68.730003,65.0,48.369999,57.5,-0.0196833259209339,-0.0154498189389497,-0.0291047972701726,0.0008703045975577,-0.0196833259209339,-0.0154498189389497,-0.0291047972701726,0.0008703045975577
62,2021-04-14,70.18,72.199997,68.629997,68.730003,68.730003,1540600,68.669998,67.550003,54.0,55.860001,-0.0008730539412312,0.0392308153846154,0.1163944824559537,-0.0285217217391304,-0.0008730539412312,0.0392308153846154,0.1163944824559537,-0.0285217217391304
63,2021-04-15,70.349998,70.589996,67.480003,68.669998,68.669998,1222600,69.720001,68.620003,50.599998,57.41,0.0152905640102098,0.0158401177273077,-0.0629629999999999,0.0277479228831378,0.0152905640102098,0.0158401177273077,-0.0629629999999999,0.0277479228831378
64,2021-04-16,70.0,70.139999,67.18,69.720001,69.720001,1315300,66.019997,74.120003,51.639999,60.630001,-0.0530694771504663,0.0801515558080054,0.0205533802590269,0.0560878070022645,-0.0530694771504663,0.0801515558080054,0.0205533802590269,0.0560878070022645
65,2021-04-19,68.5,69.559998,65.160004,66.019997,66.019997,1948300,65.0,77.970001,50.450001,59.0,-0.0154498189389497,0.0519427663811615,-0.0230441135368728,-0.0268843967197032,-0.0154498189389497,0.0519427663811615,-0.0230441135368728,-0.0268843967197032
66,2021-04-20,65.410004,67.190002,63.023998,65.0,65.0,1855200,67.550003,76.370003,54.889999,58.689999,0.0392308153846154,-0.0205206871807016,0.0880078872545513,-0.005254254237288,0.0392308153846154,-0.0205206871807016,0.0880078872545513,-0.005254254237288
67,2021-04-21,64.470001,67.639999,63.790001,67.550003,67.550003,1160400,68.620003,77.209999,53.360001,59.419998,0.0158401177273077,0.0109990306010594,-0.0278738937488413,0.012438217966233,0.0158401177273077,0.0109990306010594,-0.0278738937488413,0.012438217966233
68,2021-04-22,67.730003,70.370003,67.099998,68.620003,68.620003,1309800,74.120003,74.019997,53.150002,59.5,0.0801515558080054,-0.0413159181623612,-0.0039355134194992,0.0013463817349841,0.0801515558080054,-0.0413159181623612,-0.0039355134194992,0.0013463817349841
69,2021-04-23,68.650002,74.599998,68.650002,74.120003,74.120003,2585200,77.970001,70.5,54.040001,61.18,0.0519427663811615,-0.0475546763396924,0.0167450417029146,0.0282352941176471,0.0519427663811615,-0.0475546763396924,0.0167450417029146,0.0282352941176471
70,2021-04-26,74.5,78.760002,73.699997,77.970001,77.970001,2272900,76.370003,66.779999,57.0,60.860001,-0.0205206871807016,-0.0527659716312056,0.0547742217843409,-0.0052304511278196,-0.0205206871807016,-0.0527659716312056,0.0547742217843409,-0.0052304511278196
71,2021-04-27,78.190002,78.349998,74.720001,76.370003,76.370003,959100,77.209999,62.169998,57.290001,56.32,0.0109990306010594,-0.0690326605126184,0.0050877368421051,-0.0745974519454903,0.0109990306010594,-0.0690326605126184,0.0050877368421051,-0.0745974519454903
72,2021-04-28,75.309998,77.708,75.309998,77.209999,77.209999,1145100,74.019997,57.599998,60.810001,64.709999,-0.0413159181623612,-0.073508125253599,0.0614417863249818,0.1489701526988636,-0.0413159181623612,-0.073508125253599,0.0614417863249818,0.1489701526988636
73,2021-04-29,78.889999,79.300003,72.800003,74.019997,74.019997,1886800,70.5,54.439999,62.52,66.669998,-0.0475546763396924,-0.0548610956548991,0.028120358031239,0.0302889666247716,-0.0475546763396924,-0.0548610956548991,0.028120358031239,0.0302889666247716
74,2021-04-30,72.629997,74.294998,70.230003,70.5,70.5,1764900,66.779999,54.0,65.239998,68.220001,-0.0527659716312056,-0.0080822742116508,0.0435060460652589,0.0232488832533037,-0.0527659716312056,-0.0080822742116508,0.0435060460652589,0.0232488832533037
75,2021-05-03,71.699997,71.75,66.309998,66.779999,66.779999,1534000,62.169998,57.0,63.240002,67.160004,-0.0690326605126184,0.0555555555555555,-0.0306559788674426,-0.0155379212029034,-0.0690326605126184,0.0555555555555555,-0.0306559788674426,-0.0155379212029034
76,2021-05-04,65.769997,66.0,60.130001,62.169998,62.169998,4054400,57.599998,55.450001,59.650002,67.169998,-0.073508125253599,-0.0271929649122807,-0.0567678666423824,0.0001488088059078,-0.073508125253599,-0.0271929649122807,-0.0567678666423824,0.0001488088059078
77,2021-05-05,62.860001,63.700001,55.849998,57.599998,57.599998,4970400,54.439999,49.82,59.459999,65.879997,-0.0548610956548991,-0.1015329287370075,-0.0031852974623537,-0.0192050176925716,-0.0548610956548991,-0.1015329287370075,-0.0031852974623537,-0.0192050176925716
78,2021-05-06,57.82,57.91,52.48,54.439999,54.439999,3879500,54.0,48.369999,62.490002,65.559998,-0.0080822742116508,-0.0291047972701726,0.0509586789599507,-0.0048573013748013,-0.0080822742116508,-0.0291047972701726,0.0509586789599507,-0.0048573013748013
79,2021-05-07,57.040001,58.702,53.779999,54.0,54.0,3332300,57.0,54.0,60.259998,68.620003,0.0555555555555555,0.1163944824559537,-0.0356857725816682,0.0466748793982574,0.0555555555555555,0.1163944824559537,-0.0356857725816682,0.0466748793982574
80,2021-05-10,52.650002,57.669998,52.130001,57.0,57.0,5777300,55.450001,50.599998,63.68,67.540001,-0.0271929649122807,-0.0629629999999999,0.0567541007883869,-0.015738880104683,-0.0271929649122807,-0.0629629999999999,0.0567541007883869,-0.015738880104683
81,2021-05-11,49.880001,55.900002,46.5,55.450001,55.450001,7339300,49.82,51.639999,67.980003,65.949997,-0.1015329287370075,0.0205533802590269,0.0675251727386934,-0.0235416638504344,-0.1015329287370075,0.0205533802590269,0.0675251727386934,-0.0235416638504344
82,2021-05-12,54.444,54.549999,48.630001,49.82,49.82,5248200,48.369999,50.450001,68.940002,63.59,-0.0291047972701726,-0.0230441135368728,0.0141217851961554,-0.0357846415065036,-0.0291047972701726,-0.0230441135368728,0.0141217851961554,-0.0357846415065036
83,2021-05-13,50.02,50.75,47.119999,48.369999,48.369999,4046000,54.0,54.889999,67.260002,63.5,0.1163944824559537,0.0880078872545513,-0.0243690158291554,-0.0014153168737223,0.1163944824559537,0.0880078872545513,-0.0243690158291554,-0.0014153168737223
84,2021-05-14,49.380001,54.610001,49.060001,54.0,54.0,3886600,50.599998,53.360001,67.410004,64.68,-0.0629629999999999,-0.0278738937488413,0.0022301813193523,0.0185826771653543,-0.0629629999999999,-0.0278738937488413,0.0022301813193523,0.0185826771653543
85,2021-05-17,52.57,52.810001,50.009998,50.599998,50.599998,3853900,51.639999,53.150002,69.389999,63.459999,0.0205533802590269,-0.0039355134194992,0.0293724207463332,-0.0188621057513914,0.0205533802590269,-0.0039355134194992,0.0293724207463332,-0.0188621057513914
86,2021-05-18,50.860001,53.27,50.23,51.639999,51.639999,2006600,50.450001,54.040001,68.18,64.760002,-0.0230441135368728,0.0167450417029146,-0.0174376569741699,0.0204853926959562,-0.0230441135368728,0.0167450417029146,-0.0174376569741699,0.0204853926959562
87,2021-05-19,48.689999,50.98,48.669998,50.450001,50.450001,2545100,54.889999,57.0,63.799999,67.709999,0.0880078872545513,0.0547742217843409,-0.0642417277794075,0.045552762645066,0.0880078872545513,0.0547742217843409,-0.0642417277794075,0.045552762645066
88,2021-05-20,51.16,56.790001,51.110001,54.889999,54.889999,4790100,53.360001,57.290001,63.450001,68.529999,-0.0278738937488413,0.0050877368421051,-0.0054858621549508,0.0121104713057225,-0.0278738937488413,0.0050877368421051,-0.0054858621549508,0.0121104713057225
89,2021-05-21,55.0,56.759998,53.32,53.360001,53.360001,3175600,53.150002,60.810001,65.160004,72.709999,-0.0039355134194992,0.0614417863249818,0.0269504014665027,0.0609951854807409,-0.0039355134194992,0.0614417863249818,0.0269504014665027,0.0609951854807409
90,2021-05-24,52.900002,53.34,50.880001,53.150002,53.150002,6965000,54.040001,62.52,66.330002,69.980003,0.0167450417029146,0.028120358031239,0.0179557693090379,-0.037546362777422,0.0167450417029146,0.028120358031239,0.0179557693090379,-0.037546362777422
91,2021-05-25,53.299999,54.189999,52.630001,54.040001,54.040001,3716600,57.0,65.239998,64.400002,67.900002,0.0547742217843409,0.0435060460652589,-0.0290969386673619,-0.0297227909521523,0.0547742217843409,0.0435060460652589,-0.0290969386673619,-0.0297227909521523
92,2021-05-26,54.32,57.560001,52.610001,57.0,57.0,4039500,57.290001,63.240002,64.43,99.589996,0.0050877368421051,-0.0306559788674426,0.00046580743895,0.4667156563559453,0.0050877368421051,-0.0306559788674426,0.00046580743895,0.4667156563559453
93,2021-05-27,56.290001,57.290001,55.029999,57.290001,57.290001,2565600,60.810001,59.650002,66.459999,96.339996,0.0614417863249818,-0.0567678666423824,0.0315070464069531,-0.03263379988488,0.0614417863249818,-0.0567678666423824,0.0315070464069531,-0.03263379988488
94,2021-05-28,58.0,61.060001,57.849998,60.810001,60.810001,3308800,62.52,59.459999,67.349998,96.480003,0.028120358031239,-0.0031852974623537,0.0133914988472991,0.0014532593503533,0.028120358031239,-0.0031852974623537,0.0133914988472991,0.0014532593503533
95,2021-06-01,63.25,64.269997,60.877998,62.52,62.52,4301900,65.239998,62.490002,68.370003,98.989998,0.0435060460652589,0.0509586789599507,0.0151448408357783,0.0260157019273725,0.0435060460652589,0.0509586789599507,0.0151448408357783,0.0260157019273725
96,2021-06-02,62.669998,65.599998,62.07,65.239998,65.239998,2879600,63.240002,60.259998,68.870003,93.050003,-0.0306559788674426,-0.0356857725816682,0.0073131487210846,-0.0600060119205174,-0.0306559788674426,-0.0356857725816682,0.0073131487210846,-0.0600060119205174
97,2021-06-03,64.010002,65.760002,62.34,63.240002,63.240002,2408600,59.650002,63.68,67.989998,91.510002,-0.0567678666423824,0.0567541007883869,-0.0127777691544459,-0.016550252018799,-0.0567678666423824,0.0567541007883869,-0.0127777691544459,-0.016550252018799
98,2021-06-04,64.010002,64.400002,59.52,59.650002,59.650002,3444600,59.459999,67.980003,64.290001,87.540001,-0.0031852974623537,0.0675251727386934,-0.0544197250895638,-0.0433832467843241,-0.0031852974623537,0.0675251727386934,-0.0544197250895638,-0.0433832467843241
99,2021-06-07,60.34,61.150002,58.34,59.459999,59.459999,1842100,62.490002,68.940002,63.990002,92.059998,0.0509586789599507,0.0141217851961554,-0.0046663399491937,0.0516335040937454,0.0509586789599507,0.0141217851961554,-0.0046663399491937,0.0516335040937454
100,2021-06-08,59.790001,63.889999,59.584999,62.490002,62.490002,2726300,60.259998,67.260002,67.25,123.699997,-0.0356857725816682,-0.0243690158291554,0.0509454273809837,0.3436888951485748,-0.0356857725816682,-0.0243690158291554,0.0509454273809837,0.3436888951485748
101,2021-06-09,64.25,64.629997,60.209999,60.259998,60.259998,2160300,63.68,67.410004,65.0,109.300003,0.0567541007883869,0.0022301813193523,-0.0334572490706319,-0.1164106252969431,0.0567541007883869,0.0022301813193523,-0.0334572490706319,-0.1164106252969431
102,2021-06-10,60.619999,64.019997,60.23,63.68,63.68,2900900,67.980003,69.389999,58.209999,108.059998,0.0675251727386934,0.0293724207463332,-0.1044615538461537,-0.0113449676666523,0.0675251727386934,0.0293724207463332,-0.1044615538461537,-0.0113449676666523
103,2021-06-11,65.290001,68.889999,63.91,67.980003,67.980003,4780800,68.940002,68.18,56.759998,109.75,0.0141217851961554,-0.0174376569741699,-0.0249098269182241,0.0156394783571993,0.0141217851961554,-0.0174376569741699,-0.0249098269182241,0.0156394783571993
104,2021-06-14,68.260002,70.68,67.599998,68.940002,68.940002,3741200,67.260002,63.799999,57.450001,117.580002,-0.0243690158291554,-0.0642417277794075,0.0121565014854299,0.0713439817767653,-0.0243690158291554,-0.0642417277794075,0.0121565014854299,0.0713439817767653
