Date,AFRM_Adj Close,AFRM_adj_1,AFRM_adj_7,AFRM_adj_30,adj_90_x_x,AFRM_adj_1_change,AFRM_adj_7_change,AFRM_adj_30_change,AFRM_adj_90_change,AFRM_avg_adj_1_change,LC_Adj Close,LC_adj_1,LC_adj_7,LC_adj_30,adj_90_y_x,LC_adj_1_change,LC_adj_7_change,LC_adj_30_change,LC_adj_90_change,LC_avg_adj_1_change,OPRT_Adj Close,OPRT_adj_1,OPRT_adj_7,OPRT_adj_30,adj_90_x_y,OPRT_adj_1_change,OPRT_adj_7_change,OPRT_adj_30_change,OPRT_adj_90_change,OPRT_avg_adj_1_change,SOFI_Adj Close,SOFI_adj_1,SOFI_adj_7,SOFI_adj_30,adj_90_y_y,SOFI_adj_1_change,SOFI_adj_7_change,SOFI_adj_30_change,SOFI_adj_90_change,SOFI_avg_adj_1_change,UPST_Adj Close,UPST_adj_1,UPST_adj_7,UPST_adj_30,adj_90,UPST_adj_1_change,UPST_adj_7_change,UPST_adj_30_change,UPST_adj_90_change,UPST_avg_adj_1_change
2021-01-13,96.364998,114.940002,108.970001,119.150002,65.0,0.1927567517824262,0.1308047866093453,0.2364448137071513,-0.3254812291907067,0.0136737799926205,11.33,11.25,11.56,12.72,13.52,-0.0070609002647837,0.0203000882612534,0.1226831421006178,0.1932921447484554,0.0136737799926205,17.459999,17.66,16.709999,16.889999,20.309999,0.0114548116526238,-0.0429553289206946,-0.0326460499797279,0.1632302498986397,0.0136737799926205,19.110001,19.16,22.389999,24.299999,14.87,0.0026163787223245,0.1716377722847841,0.2715854384309033,-0.2218734054488014,0.0136737799926205,57.880001,60.639999,63.77,92.279999,91.790001,0.0476848298603174,0.1017622477235271,0.5943330581490489,0.585867301557234,0.0136737799926205
2021-01-14,114.940002,117.0,119.949997,112.529999,67.550003,0.0179223765804352,0.043587914675693,-0.0209674870198801,-0.4123020547711492,-0.0151669244137435,11.25,10.66,11.61,12.35,13.96,-0.0524444444444444,0.032,0.0977777777777777,0.2408888888888889,-0.0151669244137435,17.66,17.360001,17.24,16.57,20.110001,-0.0169874858437145,-0.0237825594563987,-0.0617214043035106,0.1387316534541336,-0.0151669244137435,19.16,20.16,21.65,23.879999,15.21,0.0521920668058455,0.1299582463465551,0.2463465031315241,-0.2061586638830896,-0.0151669244137435,60.639999,56.0,64.470001,87.239998,100.610001,-0.0765171351668393,0.0631596646299414,0.4386543443049857,0.6591359277561992,-0.0151669244137435
2021-01-15,117.0,110.989998,112.699997,105.550003,68.620003,-0.0513675384615384,-0.0367521623931624,-0.0978632222222222,-0.4135042478632479,0.0416957426956095,10.66,12.19,11.31,11.94,14.08,0.1435272045028142,0.0609756097560976,0.120075046904315,0.3208255159474671,0.0416957426956095,17.360001,17.82,16.469999,17.219999,19.969999,0.0264976367224862,-0.0512673933601731,-0.008064630871853,0.1503454982519874,0.0416957426956095,20.16,22.59,20.48,23.23,15.84,0.1205357142857141,0.0158730158730158,0.152281746031746,-0.2142857142857143,0.0416957426956095,56.0,54.279999,67.360001,82.32,101.440002,-0.0307143035714286,0.2028571607142857,0.47,0.8114286071428574,0.0416957426956095
2021-01-19,110.989998,106.209999,110.080002,105.989998,74.120003,-0.0430669347340649,-0.0081989009496153,-0.0450491043346086,-0.3321920503142995,-0.0044044703387191,12.19,12.06,11.31,12.07,14.42,-0.010664479081214,-0.0721903199343723,-0.0098441345365052,0.1829368334700574,-0.0044044703387191,17.82,18.25,16.43,16.389999,20.43,0.0241301907968574,-0.0780022446689113,-0.0802469696969697,0.1464646464646464,-0.0044044703387191,22.59,22.370001,19.57,22.690001,16.17,-0.0097387782204515,-0.1336874723328907,0.0044267817618415,-0.2841965471447543,-0.0044044703387191,54.279999,55.220001,64.449997,89.730003,107.379997,0.0173176495452773,0.1873617941665768,0.6530951483621066,0.9782608507417254,-0.0044044703387191
2021-01-20,106.209999,108.970001,105.290001,104.830002,77.970001,0.0259862727237196,-0.0086620658004148,-0.0129930987006223,-0.2658883181045882,0.0111744870564693,12.06,11.56,11.04,12.25,15.05,-0.0414593698175788,-0.0845771144278607,0.0157545605306799,0.2479270315091211,0.0111744870564693,18.25,16.709999,15.46,16.469999,20.540001,-0.0843836164383561,-0.1528767123287671,-0.0975343013698629,0.125479506849315,0.0111744870564693,22.370001,22.389999,18.18,21.290001,16.68,0.0008939650919104,-0.1873044618996664,-0.0482789428574454,-0.2543585492016741,0.0111744870564693,55.220001,63.77,64.699997,77.010002,111.239998,0.1548351837226516,0.1716768531025558,0.3946034155269211,1.014487431827464,0.0111744870564693
2021-01-21,108.970001,119.949997,99.419998,102.010002,76.370003,0.1007616398939006,-0.0876388263958994,-0.0638707803627531,-0.2991648866737185,0.0229462067759082,11.56,11.61,11.4,11.77,14.96,0.0043252595155709,-0.0138408304498269,0.0181660899653979,0.2941176470588236,0.0229462067759082,16.709999,17.24,16.43,15.94,20.92,0.0317175961530578,-0.0167563744318596,-0.0460801344153282,0.25194501806972,0.0229462067759082,22.389999,21.65,20.280001,20.120001,17.4,-0.0330504257726854,-0.0942384142134173,-0.1013844618751435,-0.2228673167872853,0.0229462067759082,63.77,64.470001,65.150002,73.059998,116.330002,0.0109769640896972,0.0216403010820134,0.1456797553708639,0.8242120432805393,0.0229462067759082
2021-01-22,119.949997,112.699997,99.589996,102.489998,77.209999,-0.0604418522828308,-0.1697374031614189,-0.1455606455746722,-0.3563151235426876,-0.0280319592894755,11.61,11.31,10.85,11.99,15.67,-0.0258397932816536,-0.0654608096468561,0.032730404823428,0.3496985357450475,-0.0280319592894755,17.24,16.469999,16.01,16.719999,21.02,-0.0446636310904871,-0.0713457076566123,-0.0301624709976796,0.2192575406032484,-0.0280319592894755,21.65,20.48,25.139999,19.41,17.549999,-0.0540415704387989,0.1612008775981523,-0.1034642032332563,-0.1893764896073902,-0.0280319592894755,64.470001,67.360001,62.189999,74.510002,113.75,0.0448270506463928,-0.0353653166532446,0.1557313610092856,0.7643865090059485,-0.0280319592894755
2021-01-25,112.699997,110.080002,107.610001,94.195,74.019997,-0.0232475161467839,-0.0451641183273501,-0.1641969608925544,-0.34321207657175,-0.0226620957648607,11.31,11.31,11.24,10.86,15.99,0.0,-0.0061892130857648,-0.0397877984084881,0.4137931034482758,-0.0226620957648607,16.469999,16.43,16.219999,16.4,20.469999,-0.0024285975973649,-0.0151791144613913,-0.0042500913327319,0.2428658313822604,-0.0226620957648607,20.48,19.57,25.780001,18.719999,17.43,-0.04443359375,0.2587891113281249,-0.0859375488281249,-0.14892578125,-0.0226620957648607,67.360001,64.449997,70.25,68.519997,108.559998,-0.0432007713301548,0.0429037849925211,0.01722084297475,0.6116389012523915,-0.0226620957648607
2021-01-26,110.080002,105.290001,113.0,93.059998,70.5,-0.0435138164332518,0.02652614414015,-0.1546148591094683,-0.3595566976824728,-0.0387145892216,11.31,11.04,11.51,10.77,15.39,-0.0238726790450929,0.0176834659593279,-0.0477453580901857,0.3607427055702918,-0.0387145892216,16.43,15.46,16.889999,16.32,21.709999,-0.0590383444917832,0.0279975045648204,-0.0066950699939135,0.3213632988435788,-0.0387145892216,19.57,18.18,24.33,18.43,17.0,-0.0710270822687787,0.2432294328053141,-0.0582524271844659,-0.1313234542667348,-0.0387145892216,64.449997,64.699997,75.470001,65.639999,109.019997,0.0038789761309065,0.1709853299139796,0.0184639574149243,0.6915438646180234,-0.0387145892216
2021-01-27,105.290001,99.419998,110.949997,91.440002,66.779999,-0.0557508115134313,0.0537562536446361,-0.1315414461815799,-0.3657517488294068,0.0324134614187886,11.04,11.4,12.78,11.81,15.08,0.032608695652174,0.1576086956521738,0.0697463768115942,0.3659420289855073,0.0324134614187886,15.46,16.43,16.57,17.4,20.889999,0.0627425614489003,0.0717981888745149,0.1254851228978006,0.3512289133247088,0.0324134614187886,18.18,20.280001,24.950001,19.34,16.370001,0.115511606160616,0.372387293729373,0.0638063806380637,-0.099559900990099,0.0324134614187886,64.699997,65.150002,79.75,66.650002,114.199997,0.0069552553456841,0.2326121127949976,0.0301391822321104,0.7650695872520674,0.0324134614187886
2021-01-28,99.419998,99.589996,108.769997,91.800003,62.169998,0.0017098974393461,0.0940454555229421,-0.0766444895724097,-0.3746731115403966,0.0244224978944076,11.4,10.85,13.15,11.81,14.96,-0.0482456140350877,0.1535087719298244,0.0359649122807017,0.312280701754386,0.0244224978944076,16.43,16.01,16.219999,17.92,19.559999,-0.0255629945222153,-0.0127815581253802,0.0906877662811931,0.1905051125989045,0.0244224978944076,20.280001,25.139999,25.059999,18.77,16.17,0.239644859978064,0.2357000869970373,-0.0744576393265463,-0.2026627612099228,0.0244224978944076,65.150002,62.189999,75.75,60.360001,107.360001,-0.0454336593880687,0.162701422480386,-0.0735226531535639,0.6478894505636392,0.0244224978944076
2021-01-29,99.589996,107.610001,103.449997,86.309998,57.599998,0.0805302271525345,0.0387589231352112,-0.133346706831879,-0.4216286744303112,0.0569304068528531,10.85,11.24,13.51,11.65,14.15,0.0359447004608295,0.2451612903225806,0.0737327188940093,0.304147465437788,0.0569304068528531,16.01,16.219999,16.860001,18.290001,19.68,0.0131167395377889,0.0530918800749531,0.142411055590256,0.2292317301686444,0.0569304068528531,25.139999,25.780001,23.1,17.219999,15.54,0.0254575189123913,-0.081145548176036,-0.3150358120539304,-0.3818615505911515,0.0569304068528531,62.189999,70.25,75.239998,57.580002,98.190002,0.1296028482007212,0.2098407977141148,-0.0741276262120538,0.5788712587051177,0.0569304068528531
2021-02-01,107.610001,113.0,122.760002,84.459999,54.439999,0.0500882719999231,0.1407861802733372,-0.2151287220971218,-0.4940990754195792,0.0266955062777334,11.24,11.51,13.64,10.97,14.12,0.0240213523131671,0.2135231316725978,-0.0240213523131672,0.2562277580071173,0.0266955062777334,16.219999,16.889999,17.57,18.290001,19.76,0.0413070309067218,0.0832306463150829,0.1276203531208601,0.2182491503236221,0.0266955062777334,25.780001,24.33,23.0,16.059999,15.0,-0.0562451878880843,-0.1078355660265489,-0.377036525328296,-0.4181536300173145,0.0266955062777334,70.25,75.470001,76.0,54.919998,92.040001,0.0743060640569395,0.0818505338078292,-0.2182206690391459,0.310177950177936,0.0266955062777334
