Date,1mo CPR,Gross Coupon,Accum Net Loss%,Annualized Net Loss Rate,Delinq 30+,Number of Assets,Life CDR,Life CPR,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol
2019-10-01 00:00:00,LCR191,20.8162,0.93,6.68,3.39,6326.0,3.81,17.39,13.21,13.435,12.44,12.48,12.48,777900,11.91,11.06,12.64,12.1,-0.0456730769230769,-0.1137820512820513,0.0128205128205127,-0.030448717948718,-0.028613175175274,-0.0228709310859788,-0.0197412422809898,-0.0044626266498347,0.0020860299556213,0.0129463551939513,0.0001643655489809,0.0009271244247205,0.0008187137936109,0.0005230794887395,0.0003897166467967,1.991503661581488e-05,0.0012673161620103,0.0124232757052117,-0.0002253510978158,0.0009072093881047
2019-11-01 00:00:00,LCR191,20.8036,1.59,8.58,4.37,6185.0,4.94,19.1,12.79,13.58,12.63,13.42,13.42,436000,13.72,14.76,12.63,12.04,0.0223546944858421,0.0998509687034276,-0.0588673621460505,-0.1028315946348733,0.0161004241659979,0.0084601485645453,0.0023018956555537,-0.0078965838251677,0.0004997323655553,0.0099702159510128,0.0034653663260342,0.0105743368551509,0.000259223658325,7.15741137341779e-05,5.298723609056998e-06,6.235603610790014e-05,0.0002405087072302,0.0098986418372787,0.0034600676024252,0.010511980819043
2019-12-01 00:00:00,LCR191,20.8042,2.6,13.78,4.48,6035.0,6.65,19.7,13.88,14.02,13.18,13.22,13.22,470500,12.68,13.02,12.23,9.72,-0.0408472012102875,-0.0151285930408472,-0.0748865355521937,-0.264750378214826,-0.044586303954426,0.0030713540549979,-0.0042018535465042,-0.0619635147637073,0.0016684938467137,0.0002288743273955,0.0056079932070099,0.0700927627648934,0.0019879385003164,9.433215731152044e-06,1.765557322626992e-05,0.0038394771618721,-0.0003194446536027,0.0002194411116644,0.0055903376337837,0.0662532856030212
2020-01-01 00:00:00,LCR191,20.7872,4.16,22.17,4.47,5862.0,9.04,21.66,12.8,12.8,12.105,12.25,12.25,548100,12.23,12.18,11.48,7.88,-0.0016326530612245,-0.0057142857142857,-0.0628571428571428,-0.3567346938775511,-0.0042018535465042,0.0065799958397421,0.0052816901408451,0.0796305668016194,2.665556018325761e-06,3.265306122449058e-05,0.0039510204081632,0.12725964181591,1.765557322626992e-05,4.329634525102334e-05,2.789625074390033e-05,0.0063410271691471,-1.499001720794416e-05,-1.064328402653276e-05,0.0039231241574193,0.1209186146467629
2020-02-01 00:00:00,LCR191,20.7769,5.3,16.89,4.48,5700.0,10.04,22.58,11.87,11.899,11.53,11.72,11.72,427500,11.36,12.04,10.81,5.89,-0.0307167235494881,0.0273037542662115,-0.0776450511945392,-0.4974402730375427,-0.0407861647487077,-0.0078965838251677,0.0176734028179372,-0.0715278216383502,0.0009435171056156,0.0007454949970296,0.0060287539750026,0.247446825239665,0.0016635112349087,6.235603610790014e-05,0.000312349167165,0.0051162292683276,-0.000719994129293,0.0006831389609217,0.0057164048078375,0.2423305959713373
2020-03-01 00:00:00,LCR191,20.7637,6.25,14.92,4.92,5541.0,10.56,22.64,10.96,11.24,10.4,11.22,11.22,958800,10.63,9.72,7.21,6.16,-0.052584670231729,-0.1336898395721925,-0.357397504456328,-0.4509803921568628,-0.0360145573380867,-0.0619635147637073,-0.1658828146225133,0.0454047813640861,0.0027651475433796,0.0178729732048385,0.127732976191611,0.2033833141099577,0.0012970483402583,0.0038394771618721,0.0275171081870871,0.0020615941707204,0.0014680992031213,0.0140334960429663,0.1002158680045239,0.2013217199392373
2020-04-01 00:00:00,LCR191,24.3765,7.66,22.87,5.54,5366.0,11.83,23.87,7.46,7.64,7.01,7.21,7.21,853500,7.19,8.04,7.14,4.61,-0.002773925104022,0.1151178918169208,-0.0097087378640776,-0.3606102635228848,0.0036699274606311,-0.0120276903874982,0.0109663064208518,-0.092150605804452,7.694660482723902e-06,0.0132521290163723,9.425959091337535e-05,0.1300397621580444,1.3468367566294234e-05,0.0001446653360575,0.000120259876516,0.0084917341501275,-5.773707083570332e-06,0.0131074636803147,-2.6000285602640057e-05,0.1215480280079169
2020-05-01 00:00:00,LCR191,20.7549,8.58,15.69,5.38,5229.0,12.28,23.56,7.33,7.4,6.7,7.26,7.26,1078300,7.14,5.95,5.77,5.5,-0.0165289256198347,-0.1804407713498622,-0.2052341597796143,-0.2424242424242424,0.0109663064208518,0.0610903817596002,0.0749459151539977,0.017123332762775,0.000273205382146,0.0325588719653332,0.0421210603404442,0.0587695133149678,0.000120259876516,0.0037320347435336,0.0056168901982702,0.0002932085249047,0.00015294550563,0.0288268372217995,0.036504170142174,0.0584763047900631
2020-06-01 00:00:00,LCR191,20.7328,9.69,19.96,4.34,5097.0,12.99,23.51,5.3,5.52,5.15,5.4,5.4,714400,5.62,6.69,4.6,5.62,0.0407407407407407,0.2388888888888889,-0.1481481481481482,0.0407407407407407,0.0730542669906486,0.1168916178043294,0.0017742673992673,0.0013022036403954,0.0016598079561042,0.0570679012345679,0.0219478737997256,0.0016598079561042,0.0053369259255409,0.0136636503129134,3.1480248041027484e-06,1.695734321059032e-06,-0.0036771179694367,0.0434042509216545,0.0219447257749215,0.0016581122217831
2020-07-01 00:00:00,LCR191,20.7347,10.91,22.61,3.09,4931.0,13.8,24.35,4.57,4.76,4.47,4.6,4.6,1354100,4.64,4.83,5.23,4.91,0.0086956521739129,0.05,0.1369565217391306,0.0673913043478262,-0.0005247376311843,-0.0090006437077567,-0.0200211665728906,0.0346303361019896,7.561436672967776e-05,0.0025,0.0187570888468809,0.0045415879017013,2.7534958158091044e-07,8.101158715398026e-05,0.0004008471109394,0.0011992601785367,7.533901714809686e-05,0.002418988412846,0.0183562417359415,0.0033423277231645
