Date,1mo CPR,Gross Coupon,Accum Net Loss%,Annualized Net Loss Rate,Delinq 30+,Number of Assets,Life CDR,Open,High,Low,Close,Adj_Close,Volume
2021-04-08 00:00:00,OPF21A,31.06,0.01,0.16,0.83,141556.0,0.16,21.139999,21.290001,19.92,21.26,21.26,65200.0
2021-05-08 00:00:00,OPF21A,31.01,0.06,0.57,1.24,142684.0,0.36,19.379999,22.0,19.379999,21.799999,21.799999,209900.0
2021-06-08 00:00:00,OPF21A,30.97,0.1,0.41,1.91,144101.0,0.38,20.879999,21.5,20.389999,20.799999,20.799999,135100.0
2021-07-08 00:00:00,OPF21A,30.92,0.55,5.42,2.03,143589.0,1.63,19.629999,19.93,19.25,19.690001,19.690001,45000.0
2021-08-08 00:00:00,OPF21A,30.9,0.96,4.96,2.29,142988.0,2.29,24.9,25.0,23.764,24.26,24.26,79100.0
2021-09-08 00:00:00,OPF21A,30.84,1.5,6.43,2.5,141221.0,2.97,25.18,25.280001,24.58,24.799999,24.799999,39000.0
2021-10-08 00:00:00,OPF21A,30.8,1.99,5.94,2.71,138869.0,3.39,25.549999,25.940001,24.93,25.25,25.25,205800.0
2021-11-08 00:00:00,OPF21A,30.78,2.63,7.71,3.12,134975.0,3.91,25.58,26.99,24.969999,26.83,26.83,133200.0
2021-12-08 00:00:00,OPF21A,30.75,3.26,7.5,3.3,131000.0,4.3,22.299999,23.15,21.475,22.629999,22.629999,117400.0
2022-01-08 00:00:00,OPF21A,30.72,4.03,9.2,3.81,126977.0,4.78,20.209999,20.57,19.959999,20.059999,20.059999,62800.0
2022-02-08 00:00:00,OPF21A,30.64,4.94,11.01,3.99,124743.0,5.33,16.969999,17.450001,16.799999,17.23,17.23,164000.0
2022-03-08 00:00:00,OPF21A,30.62,5.65,8.53,4.07,122202.0,5.6,13.46,13.57,12.94,13.13,13.13,140900.0
2022-04-08 00:00:00,OPF21A,30.6,6.48,9.95,3.83,118948.0,6.04,13.82,14.34,13.65,14.07,14.07,97800.0
2022-05-08 00:00:00,OPF21A,30.57,7.29,9.71,3.63,116544.0,6.3,11.55,11.559,10.59,10.79,10.79,199000.0
2022-06-08 00:00:00,OPF21A,30.54,8.21,11.05,3.81,114528.0,6.61,12.67,12.79,12.06,12.15,12.15,119000.0
2022-07-08 00:00:00,OPF21A,30.55,8.9,8.2,3.9,112380.0,6.87,8.88,9.0,8.65,8.81,8.81,150500.0
2022-08-08 00:00:00,OPF21A,30.53,9.86,11.61,4.24,110907.0,7.14,10.24,10.86,10.24,10.77,10.77,186300.0
2022-09-08 00:00:00,OPF21A,30.51,10.69,9.86,4.65,109069.0,7.34,5.01,5.19,4.95,5.19,5.19,801000.0
