,Unnamed: 0_x,Date,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol,Unnamed: 0_y
0,0,2019-09-26,15.7,16.5,15.24,16.17,16.17,1723700,16.26,14.42,16.65,23.799999,0.0055658627087198,-0.1082251082251083,0.0296846011131723,0.4718614100185527,-0.0079479768786127,-0.0260285474391268,0.0311769290724863,0.0177419354838708,3.097882769231813e-05,0.0117126740503364,0.0008811755432481,0.2226531902646967,6.317033646296209e-05,0.0006774852817908,0.0009720009063908,0.0003147762747138,-3.219150877064396e-05,0.0110351887685455,-9.082536314268584e-05,0.2223384139899829,1760.0
1,1,2019-09-27,16.25,16.879999,15.8,16.26,16.26,322300,16.219999,15.0,16.200001,23.629999,-0.002460086100861,-0.0774907749077491,-0.003689975399754,0.4532594710947109,-0.0249008369324407,0.020973025969678,-0.0176707019264161,-0.0182306997199037,6.0520236236495486e-06,0.0060048201958034,1.3615918450789836e-05,0.205444148137057,0.000620051679936,0.0004398678183247,0.0003122537065722,0.0003323584122772,-0.0006139996563123,0.0055649523774786,-0.0002986377881214,0.2051117897247797,1761.0
2,2,2019-09-30,16.32,16.822001,15.95,16.219999,16.219999,161300,15.58,15.41,16.299999,23.469999,-0.0394574007063749,-0.049938289145394,0.0049321827948323,0.4469790657816932,-0.0426644801697012,0.0063516924842226,-0.0011057153365562,-0.0042018535465042,0.0015568864705034,0.0024938327227689,2.4326427121639937e-05,0.1997902852470752,0.0018202578681508,4.034399741412987e-05,1.2226064054955905e-06,1.765557322626992e-05,-0.0002633713976473,0.0024534887253548,2.3103820716144343e-05,0.1997726296738489,1764.0
3,3,2019-10-01,16.200001,16.49,15.5,15.58,15.58,254600,15.4,15.23,16.120001,23.51,-0.0115532734274711,-0.0224646983311938,0.0346598844672656,0.5089858793324775,-0.028613175175274,-0.0228709310859788,-0.0197412422809898,-0.0044626266498347,0.0001334781268899,0.0005046626711115,0.0012013075912842,0.2590666253598553,0.0008187137936109,0.0005230794887395,0.0003897166467967,1.991503661581488e-05,-0.000685235666721,-1.841681762804995e-05,0.0008115909444874,0.2590467103232395,1765.0
4,4,2019-10-02,15.5,15.8,14.22,15.4,15.4,429100,14.42,15.55,16.25,23.33,-0.0636363636363637,0.0097402597402598,0.0551948051948052,0.5149350649350648,-0.0448324555377452,0.0231638089380552,0.0348866571767551,-0.0125058441809534,0.0040495867768595,9.487265980772642e-05,0.0030464665204924,0.2651581210996794,0.0020099490695439,0.0005365620445187,0.0012170788489684,0.0001563961386782,0.0020396377073156,-0.0004416893847109,0.001829387671524,0.2650017249610011,1766.0
5,5,2019-10-03,15.41,15.63,14.26,14.42,14.42,415200,15.0,15.68,16.41,23.09,0.0402219140083217,0.0873786407766989,0.1380027739251039,0.6012482662968099,0.020973025969678,0.0125574893527733,0.0161004241659979,-0.0034615061553308,0.0016178023664928,0.0076350268639834,0.0190447656110233,0.3614994777249197,0.0004398678183247,0.000157690538845,0.000259223658325,1.1982024863393016e-05,0.001177934548168,0.0074773363251383,0.0187855419526983,0.3614874957000563,1767.0
6,6,2019-10-04,14.36,15.13,14.3,15.0,15.0,543300,15.41,15.56,16.23,22.91,0.0273333333333334,0.0373333333333334,0.082,0.5273333333333334,0.0063516924842226,0.0083157070286918,-0.0244348980124826,0.0065799958397421,0.0007471111111111,0.0013937777777777,0.006724,0.2780804444444446,4.034399741412987e-05,6.91509833870342e-05,0.0005970642408804,4.329634525102334e-05,0.0007067671136969,0.0013246267943907,0.0061269357591195,0.2780371480991935,1768.0
7,7,2019-10-07,14.89,15.97,14.776,15.41,15.41,136000,15.23,15.58,16.15,22.68,-0.0116807268007786,0.0110317975340687,0.0480207657365345,0.4717715768981181,-0.0228709310859788,0.0040296337250684,0.0554899736738923,-0.0177454220448546,0.0001364393785944,0.0001217005568326,0.0023059939419231,0.2225684207689369,0.0005230794887395,1.6237947958208628e-05,0.0030791371783292,0.00031490000355,-0.0003866401101451,0.0001054626088744,-0.0007731432364061,0.2222535207653869,1771.0
8,8,2019-10-08,15.29,15.5,15.001,15.23,15.23,159300,15.55,15.63,17.0,23.389999,0.021011162179908,0.0262639527248851,0.1162179908076164,0.5357845699277741,0.0231638089380552,0.0137997432605905,0.0236002429699503,0.0249195950880274,0.0004414689361503,0.000689795212735,0.0135066213873592,0.2870651053726898,0.0005365620445187,0.0001904329140582,0.0005569714682406,0.0006209862193512,-9.50931083683272e-05,0.0004993622986767,0.0129496499191185,0.2864441191533386,1772.0
9,9,2019-10-09,15.17,15.835,15.094,15.55,15.55,77600,15.68,15.91,17.16,23.73,0.0083601286173633,0.0231511254019292,0.1035369774919614,0.5260450160771704,0.0125574893527733,0.0122412059668,0.0084601485645453,0.0200885977828081,6.989175049885763e-05,0.0005359746073758,0.0107199057081709,0.2767233589396304,0.000157690538845,0.0001498471235216,7.15741137341779e-05,0.0004035517608794,-8.779878834615717e-05,0.0003861274838542,0.0106483315944367,0.276319807178751,1773.0
