,Unnamed: 0_x,Date,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol,Unnamed: 0_y
0,0,2021-01-13,90.900002,103.0,90.010002,96.364998,96.364998,25159000,114.940002,108.970001,119.150002,65.0,0.1927567517824262,0.1308047866093453,0.2364448137071513,-0.3254812291907067,0.0136737799926205,0.0074715406396567,-0.0102339521647382,-0.0269516870397933,0.0371551653577118,0.0171098921999163,0.0559061499290094,0.1059380305554933,0.0001869722592865,5.5823919530041646e-05,0.0001047337769101,0.0007263934342909,0.0369681930984252,0.0170540682803863,0.0558014161520993,0.1052116371212024,2235.0
1,1,2021-01-14,103.5,137.979996,101.0,114.940002,114.940002,20858700,117.0,119.949997,112.529999,67.550003,0.0179223765804352,0.043587914675693,-0.0209674870198801,-0.4123020547711492,-0.0151669244137435,0.0229462067759082,-0.0350989408651545,0.0361763304563582,0.0003212115822909,0.0018999063057754,0.0004396355119288,0.1699929843685117,0.0002300355961722,0.0005265284054027,0.0012319356498556,0.0013087268852876,9.117598611872618e-05,0.0013733779003727,-0.0007923001379267,0.1686842574832241,2236.0
2,2,2021-01-15,123.054001,127.239998,107.0,117.0,117.0,8310700,110.989998,112.699997,105.550003,68.620003,-0.0513675384615384,-0.0367521623931624,-0.0978632222222222,-0.4135042478632479,0.0416957426956095,-0.0280319592894755,-0.0279228613302472,0.0134288203476942,0.0026386240075976,0.0013507214405733,0.009577210263716,0.1709857630009503,0.0017385349589384,0.0007857907416068,0.0007796861848682,0.0001803332159306,0.0009000890486591,0.0005649306989665,0.0087975240788478,0.1708054297850197,2237.0
3,3,2021-01-19,117.0,117.675003,108.0,110.989998,110.989998,3304900,106.209999,110.080002,105.989998,74.120003,-0.0430669347340649,-0.0081989009496153,-0.0450491043346086,-0.3321920503142995,-0.0044044703387191,-0.0226620957648607,0.0067250897115804,0.0413447902720069,0.0018547608673882,6.722197678160424e-05,0.0020294218013504,0.1103515582920181,1.9399358964656345e-05,0.0005135705844557,4.522683162880454e-05,0.0017093916826362,0.0018353615084235,-0.0004463486076741,0.0019841949697216,0.1086421666093818,2241.0
4,4,2021-01-20,110.0,112.0,103.25,106.209999,106.209999,5091400,108.970001,105.290001,104.830002,77.970001,0.0259862727237196,-0.0086620658004148,-0.0129930987006223,-0.2658883181045882,0.0111744870564693,-0.0387145892216,-0.0389220322430599,0.0337006754650058,0.0006752863700715,7.503138393071642e-05,0.0001688206138441,0.0706965977044867,0.0001248691609751,0.0014988194185972,0.0015149245939297,0.0011357355267976,0.0005504172090963,-0.0014237880346665,-0.0013461039800856,0.069560862177689,2242.0
5,5,2021-01-21,107.160004,109.900002,104.300003,108.970001,108.970001,1735300,119.949997,99.419998,102.010002,76.370003,0.1007616398939006,-0.0876388263958994,-0.0638707803627531,-0.2991648866737185,0.0229462067759082,0.0324134614187886,-0.0409022994795869,0.0161844220040422,0.0101529080741081,0.0076805638920506,0.004079476584147,0.0894996294184988,0.0005265284054027,0.0010506324811472,0.0016729981027178,0.0002619355156049,0.0096263796687053,0.0066299314109033,0.0024064784814292,0.0892376939028939,2243.0
6,6,2021-01-22,107.190002,121.0,107.190002,119.949997,119.949997,4343500,112.699997,99.589996,102.489998,77.209999,-0.0604418522828308,-0.1697374031614189,-0.1455606455746722,-0.3563151235426876,-0.0280319592894755,0.0244224978944076,0.0113777693437508,0.0099362735667816,0.0036532175073795,0.028810786031982,0.0211879015401153,0.1269604672652407,0.0007857907416068,0.0005964584034023,0.0001294536352395,9.872953239392274e-05,0.0028674267657727,0.0282143276285797,0.0210584479048757,0.1268617377328467,2244.0
7,7,2021-01-25,117.110001,123.448997,108.0,112.699997,112.699997,2660000,110.080002,107.610001,94.195,74.019997,-0.0232475161467839,-0.0451641183273501,-0.1641969608925544,-0.34321207657175,-0.0226620957648607,0.0569304068528531,-0.0620518610949933,-0.0199048553646603,0.0005404470069949,0.0020397975842868,0.026960641966351,0.1177945295046928,0.0005135705844557,0.0032410712244313,0.0038504334653523,0.000396203267088,2.687642253926552e-05,-0.0012012736401444,0.0231102085009987,0.1173983262376047,2247.0
8,8,2021-01-26,113.839996,114.0,109.510002,110.080002,110.080002,1287400,105.290001,113.0,93.059998,70.5,-0.0435138164332518,0.02652614414015,-0.1546148591094683,-0.3595566976824728,-0.0387145892216,0.0266955062777334,-0.0165475462731323,-0.0089869004393896,0.0018934522205867,0.000703636322944,0.0239057546574407,0.1292810188483251,0.0014988194185972,0.0007126500554245,0.0002738212876614,8.076437950750099e-05,0.0003946328019895,-9.01373248048446e-06,0.0236319333697793,0.1292002544688176,2248.0
9,9,2021-01-27,105.739998,108.900002,100.800003,105.290001,105.290001,2259300,99.419998,110.949997,91.440002,66.779999,-0.0557508115134313,0.0537562536446361,-0.1315414461815799,-0.3657517488294068,0.0324134614187886,0.0310890796835101,0.0420191885966872,-0.0200448163566086,0.0031081529844061,0.0028897348059064,0.0173031520635414,0.1337743417717695,0.0010506324811472,0.0009665308755676,0.0017656122103239,0.0004017946627701,0.0020575205032588,0.0019232039303388,0.0155375398532175,0.1333725471089993,2249.0
