Date,1mo CPR,Gross Coupon,Accum Net Loss%,Annualized Net Loss Rate,Delinq 30+,Number of Assets,Life CDR,Life CPR,Open,High,Low,Close,Adj Close,Volume,adj_1,adj_7,adj_30,adj_90,adj_1_change,adj_7_change,adj_30_change,adj_90_change,avg_adj_1_change,avg_adj_7_change,avg_adj_30_change,avg_adj_90_change,d1_Vol,d7_Vol,d30_Vol,d90_Vol,d1_BenchVol,d7_BenchVol,d30_BenchVol,d90_BenchVol,d1_ExcessVol,d7_ExcessVol,d30_ExcessVol,d90_ExcessVol
2021-01-01 00:00:00,UPSP20S1,16.1579,2.55,12.9,2.09,8399.0,3.2,12.41,38.200001,40.950001,36.259998,40.75,40.75,969000.0,43.990002,52.73,79.75,123.330002,0.0795092515337423,0.2939877300613496,0.9570552147239264,2.026503116564417,-0.0205514348342585,-0.0240833591063999,0.04936801130539,0.004629192541992,0.0063217210794559,0.0864287854266249,0.9159546840302608,4.106714881445296,0.0004223614737467,0.0005800081858478,0.0024372005402491,2.1429423590834352e-05,0.0058993596057091,0.0858487772407771,0.9135174834900118,4.106693452021704
2021-02-01 00:00:00,UPSP20S1,16.1446,2.82,4.56,2.39,8219.0,3.33,12.81,63.0,70.849998,61.900002,70.25,70.25,813000.0,75.470001,76.0,54.919998,92.040001,0.0743060640569395,0.0818505338078292,-0.2182206690391459,0.310177950177936,0.0266955062777334,0.0488332510524862,-0.0386727301434788,-0.0300597818842585,0.0055213911556339,0.0066995098846266,0.0476202603958924,0.0962103607765861,0.0007126500554245,0.0023846864083551,0.0014955800567503,0.0009035904869291,0.0048087411002094,0.0043148234762714,0.0461246803391421,0.0953067702896569
2021-03-01 00:00:00,UPSP20S1,16.1359,3.11,5.29,2.23,8041.0,3.5,13.06,66.779999,73.459999,65.870003,66.650002,66.650002,1309100.0,60.360001,46.869999,128.860001,164.830002,-0.0943736055701844,-0.2967742296541866,0.9333833028242072,1.4730682228636691,-0.0180048250063106,-0.0477416627314002,0.0276168356985323,-0.0037080011478938,0.0089063774283167,0.0880749433868359,0.8712043899910256,2.169929989210729,0.0003241737235078,0.0022792663603587,0.0007626896139997,1.3749272512781738e-05,0.0085822037048088,0.0857956770264771,0.8704417003770258,2.169916239938216
2021-04-01 00:00:00,UPSP20S1,16.1041,3.52,7.77,2.09,7765.0,3.8,14.3,133.940002,147.479996,133.0,144.279999,144.279999,1871600.0,140.520004,127.290001,107.360001,117.400002,-0.026060403562936,-0.1177571258508256,-0.2558913103402503,-0.1863043885937371,-0.0225587024878772,0.0001243966112344,-0.0425538937074499,-0.0258832618089243,0.000679144633863,0.0138667406886471,0.0654803627076503,0.0347093252092862,0.0005088950579365,1.5474516886602448e-08,0.0018108338696649,0.0006699432418693,0.0001702495759265,0.0138667252141303,0.0636695288379853,0.0340393819674168
2021-05-01 00:00:00,UPSP20S1,16.094,3.94,8.37,1.5,7530.0,4.09,15.06,103.900002,112.5,103.68,109.019997,109.019997,1199500.0,114.199997,95.970001,157.139999,127.980003,0.0475142188822477,-0.1197027734278878,0.441386931977259,0.1739131032997551,-0.0200448163566086,0.0530868431361641,0.0397306353876352,0.0370469765923849,0.0022576009959901,0.0143287539663282,0.1948224237202974,0.0302457674993513,0.0004017946627701,0.0028182129141636,0.0015785233883052,0.0013724784746367,0.0018558063332199,0.0115105410521645,0.1932439003319922,0.0288732890247146
2021-06-01 00:00:00,UPSP20S1,16.0765,4.09,37.88,1.81,7328.0,4.08,15.68,150.0,155.212997,136.0,144.490005,144.490005,3523100.0,157.139999,162.009995,123.919998,239.800003,0.087549266816068,0.1212539926204585,-0.1423628367927594,0.6596303875828644,0.0397306353876352,0.0334263287402528,-0.0092657143089069,0.0254821689226513,0.007664874120031,0.0147025307264022,0.0202671772996818,0.4351122482227199,0.0015785233883052,0.0011173194530514,8.585346165428207e-05,0.0006493409330025,0.0060863507317258,0.0135852112733507,0.0201813238380275,0.4344629072897173
2021-07-01 00:00:00,UPSP20S1,16.0727,4.36,5.95,1.69,7129.0,4.2,16.33,126.0,130.880005,122.68,123.919998,123.919998,5055900.0,121.209999,120.0,128.679993,296.299988,-0.021868939991429,-0.0316332961851726,0.0384118389027088,1.391058689332774,-0.0111673539487122,0.0197218937761968,-0.007168601379363,0.0216350095633713,0.0004782505363487,0.0010006654275388,0.0014754693678876,1.935044277168216,0.0001247097942158,0.0003889530941195,5.138884573620511e-05,0.0004680736388071,0.0003535407421329,0.0006117123334192,0.0014240805221514,1.934576203529408
2021-08-01 00:00:00,UPSP20S1,16.0683,4.53,3.94,1.72,6893.0,4.21,16.96,122.0,134.149994,121.0,133.410004,133.410004,4736600.0,128.679993,137.190002,226.809998,330.109985,-0.0354546949867417,0.0283336922769299,0.7000973780047262,1.4744020320994822,-0.007168601379363,-0.0042677489833067,0.0060623010405559,0.0051042115080452,0.0012570353966028,0.0008027981180437,0.4901363386890924,2.1738613522590824,5.138884573620511e-05,1.8213681384515373e-05,3.675149390632515e-05,2.605297511886105e-05,0.0012056465508666,0.0007845844366592,0.4900995871951861,2.173835299283964
2021-09-01 00:00:00,UPSP20S1,16.0507,4.75,5.29,1.82,6674.0,4.28,17.49,228.326996,228.690002,222.75,226.809998,226.809998,2525800.0,239.800003,289.600006,289.769989,176.160004,0.0572726295778196,0.2768396832312481,0.2775891343202603,-0.2233146441807209,0.0254821689226513,0.0216332107224321,-0.0300554572453972,0.0264933912182393,0.0032801540987581,0.0766402102115777,0.0770557274926715,0.0498694303055619,0.0006493409330025,0.0004679958061611,0.0009033305102298,0.0007018997782426,0.0026308131657556,0.0761722144054166,0.0761523969824416,0.0491675305273193
2021-10-01 00:00:00,UPSP20S1,16.0137,4.96,5.45,2.0,6450.0,4.36,18.26,311.834015,315.567993,285.549988,298.769989,298.769989,5595700.0,289.769989,311.230011,344.089996,123.82,-0.0301235074852179,0.0417043962203311,0.1516886188994035,-0.5855674781311453,-0.0300554572453972,0.0125630193160179,-0.0026851510598139,-0.0663429555116114,0.0009074257032119,0.0017392566641023,0.0230094371036084,0.3428892714448693,0.0009033305102298,0.0001578294543346,7.210036214019711e-06,0.0044013877460156,4.095192982084056e-06,0.0015814272097677,0.0230022270673944,0.3384878836988536
